year_data,year_planted,row,column,sub,type,id,veg_height,rep_height,height,circumference,diameter,area,tillers,2020_fall,2020_winter,2021_spring,2021_fall,,,,distance
2021,2019,2,3,B,adult,p2,10,38,10,,8,,188,,,alive,,,,,
2021,2020,2,3,B,seedling,s3,1,,1,,0.1,,,,,alive,,,,,
2021,2020,2,3,B,seedling,s4,3,,3,,0.5,,,,,alive,,,,,
2020,2019,2,4,A,adult,p1,10,28,10,11,,,3,alive,alive,gopher,,,,,
2020,2019,2,4,A,adult,p2,9,35,9,13,,,94,alive,partial,partial,,,,,
2020,2019,2,4,A,annual,a1,,10,10,,5,,11,annual,,,,,,,"1_s,8_p"
2020,2019,2,4,A,annual,a2,,4,4,,1,,0,annual,,,,,,,"3_s,7_p"
2020,2019,2,4,A,seedling,s1,3,,3,,1,,,dead,,,,,,,"0_s,3_a"
2020,2019,2,4,A,seedling,s2,2,,2,,1,,,removed,,,,,,,"1_s,5_p"
2020,2019,2,4,A,seedling,s3,3,,3,,1,,,alive,alive,newadult,,,,,0_s
2020,2019,2,4,A,seedling,s4,1,,1,,1,,,alive,alive,newadult,,,,,"1_s,5_p"
2021,2019,2,4,A,adult,p2,10,28,10,,,8,2,,,partial,,,,,
2021,2019,2,4,A,newadult,s3,6,,6,,2,,0,,,newadult,,,,,
2021,2019,2,4,A,newadult,s4,8,33,8,,3,,3,,,newadult,,,,,
2021,2020,2,4,A,seedling,s5,2,,2,,0.5,,,,,alive,,,,,
2021,2020,2,4,A,seedling,s6,2,,2,,0.5,,,,,alive,,,,,
2021,2020,2,4,A,seedling,s7,4,,4,,1,,,,,alive,,,,,
2021,2020,2,4,A,seedling,s8,3,,3,,0.5,,,,,alive,,,,,
2021,2020,2,4,A,annual,a3,,32,32,,1,,8,,,annual,,,,,
2021,2020,2,4,A,annual,a4,,17,17,,1,,1,,,annual,,,,,
2021,2020,2,4,A,annual,a5,,30,30,,1,,8,,,annual,,,,,
2021,2020,2,4,A,annual,a6,,32,32,,1,,11,,,annual,,,,,
2020,2019,2,4,B,adult,p1,12,40,12,14,,,18,alive,gopher,,,,,,
2020,2019,2,4,B,adult,p2,11,35,11,8,,,16,alive,alive,gopher,,,,,
2020,2019,2,4,B,annual,a1,,1,1,,1,,2,annual,,,,,,,"2_a,8_p"
2020,2019,2,4,B,annual,a2,,2,2,,2,,7,annual,,,,,,,1_a
2020,2019,2,4,B,annual,a3,,3,3,,3,,4,annual,,,,,,,1_a
2020,2019,2,4,B,annual,a4,,1,1,,1,,2,annual,,,,,,,2_a
2021,2019,2,4,B,newadult,s1,5,,5,,2,,,alive,alive,newadult,,,,,
2021,2020,2,4,B,annual,a5,,30,30,,0.5,,5,annual,,,,,,,
2021,2020,2,4,B,annual,a6,,29,29,,0.5,,7,annual,,,,,,,
2021,2020,2,4,B,annual,a7,,22,22,,0.1,,4,annual,,,,,,,
2021,2020,2,4,B,annual,a8,,29,29,,0.1,,6,annual,,,,,,,
2020,2019,2,5,A,adult,p1,8,40,8,12,,,52,alive,partial,partial,,,,,
2020,2019,2,5,A,adult,p2,10,28,10,9,,,8,alive,partial,partial,,,,,
2020,2019,2,5,A,annual,a1,,9,9,,1,,2,annual,,,,,,,4_p
2020,2019,2,5,A,annual,a2,,24,24,,1,,2,annual,,,,,,,-1_p
2020,2019,2,5,A,annual,a3,,6,6,,1,,4,annual,,,,,,,1_a
2020,2019,2,5,A,annual,a4,,28,28,,3,,10,annual,,,,,,,4_a
2020,2019,2,5,A,seedling,s1,1,,1,,0.1,,,dead,,,,,,,0_a
2020,2019,2,5,A,seedling,s2,4,,4,,1,,,alive,alive,newadult,,,,,0_a
2021,2019,2,5,A,newadult,s1,4,24,4,,2,,3,,,newadult,,,,,
2021,2019,2,5,A,adult,p1,2,,2,,1.5,,,,,partial,,,,,
2021,2019,2,5,A,adult,p2,4,27,4,,,25.12,8,,,partial,,,,,
2021,2020,2,5,A,annual,a5,,41,41,,,,4,,,annual,,,,,
2021,2020,2,5,A,annual,a6,,41,41,,,,3,,,annual,,,,,
2021,2020,2,5,A,annual,a7,,33,33,,,,1,,,annual,,,,,
2021,2020,2,5,A,annual,a8,,36,36,,,,2,,,annual,,,,,
2020,2019,2,5,B,adult,p1,10,30,10,8,,,7,alive,gopher,,,,,,
2020,2019,2,5,B,adult,p2,10,42,10,8,,,56,alive,gopher,,,,,,
2020,2019,2,5,B,annual,a1,,30,30,,4,,29,annual,,,,,,,3_s
2020,2019,2,5,B,annual,a2,,12,12,,2,,4,annual,,,,,,,4_a
2020,2019,2,5,B,annual,a3,,10,10,,1,,1,annual,,,,,,,"2_s,4_a"
2020,2019,2,5,B,annual,a4,,4,4,,1,,2,annual,,,,,,,6_p
2020,2019,2,5,B,seedling,s1,3,,3,,2,,,alive,alive,newadult,,,,,"0_a,2_s"
2020,2019,2,5,B,seedling,s2,2,,2,,1,,,alive,alive,newadult,,,,,3_s
2020,2019,2,5,B,seedling,s3,3,,3,,1,,,removed,,,,,,,1_s
2020,2019,2,5,B,seedling,s4,3,,3,,1,,,removed,,,,,,,1_s
2021,2019,2,5,B,newadult,s1,7,,7,,1,,,,,newadult,,,,,
2021,2019,2,5,B,newadult,s2,9,,9,,,3,,,,newadult,,,,,
2021,2020,2,5,B,seedling,s5,2,,2,,1,,,,,alive,,,,,
2021,2020,2,5,B,seedling,s6,3,,3,,1,,,,,alive,,,,,
2021,2020,2,5,B,seedling,s7,4,,4,,1.5,,,,,alive,,,,,
2021,2020,2,5,B,seedling,s8,3,,3,,1,,,,,alive,,,,,
2021,2020,2,5,B,annual,a5,,21,21,,1,,2,,,annual,,,,,
2021,2020,2,5,B,annual,a6,,33,33,,1,,3,,,annual,,,,,
2021,2020,2,5,B,annual,a7,,29,29,,1,,1,,,annual,,,,,
2021,2020,2,5,B,annual,a8,,36,36,,1,,3,,,annual,,,,,
2020,2019,2,6,A,adult,p1,7,0,7,6,,,0,alive,gopher,,,,,,
2020,2019,2,6,A,adult,p2,10,0,10,8,,,0,alive,gopher,,,,,,
2020,2019,2,6,A,adult,p3,9,31,9,10,,,21,alive,gopher,,,,,,
2020,2019,2,6,A,adult,p4,10,38,10,12,,,65,alive,partial,partial,,,,,
2021,2019,2,6,A,adult,p4,6,36,6,,,12,17,,,partial,,,,,
2021,2019,2,6,A,newadult,s1,7,27,7,,2.5,,4,,,newadult,,,,,
2021,2019,2,6,A,newadult,s2,6,,6,,2,,,,,newadult,,,,,
2021,2019,2,6,A,newadult,s3,5,27,5,,2,,1,,,newadult,,,,,
2021,2019,2,6,A,newadult,s4,6,,6,,,2,,,,newadult,,,,,
2020,2019,2,6,B,adult,p1,10,28,10,14,,,21,alive,alive,partial,,,,,
2020,2019,2,6,B,adult,p2,10,38,10,11,,,19,alive,alive,partial,,,,,
2020,2019,2,6,B,adult,p3,9,39,9,11,,,22,alive,alive,partial,,,,,
2020,2019,2,6,B,adult,p4,8,36,8,9,,,31,alive,alive,partial,,,,,
2021,2019,2,6,B,adult,p1,8,20,8,,,21,203,,,partial,,,,,
2021,2019,2,6,B,adult,p2,9,38,9,,,10,23,,,partial,,,,,
2021,2019,2,6,B,adult,p3,6,36,6,,5,,50,,,partial,,,,,
2021,2019,2,6,B,adult,p4,5,30,5,,,25,5,,,partial,,,,,
2020,2019,2,7,A,adult,p1,11,41,11,10,,,15,alive,partial,partial,,,,,
2020,2019,2,7,A,adult,p2,10,0,10,8,,,0,alive,alive,alive,,,,,
2020,2019,2,7,A,adult,p3,11,51,11,12,,,45,alive,alive,partial,,,,,
2020,2019,2,7,A,adult,p4,11,36,11,10,,,10,alive,alive,alive,,,,,
2020,2019,2,7,A,adult,p5,10,33,10,10,,,3,alive,partial,partial,,,,,
2020,2019,2,7,A,adult,p6,10,45,10,13,,,24,alive,alive,partial,,,,,
2020,2019,2,7,A,adult,p7,10,45,10,10,,,13,alive,partial,partial,,,,,
2020,2019,2,7,A,adult,p8,7,36,7,9,,,28,alive,alive,alive,,,,,
2020,2019,2,7,A,adult,p9,8,31,8,11,,,36,alive,alive,alive,,,,,
2020,2019,2,7,A,adult,p10,11,33,11,12,,,28,alive,alive,alive,,,,,
2020,2019,2,7,A,annual,a1,,4,4,,0.1,,0,annual,,,,,,,4_p
2020,2019,2,7,A,annual,a2,,12,12,,1,,1,annual,,,,,,,1_p
2020,2019,2,7,A,annual,a3,,6,6,,0.1,,1,annual,,,,,,,5_p
2020,2019,2,7,A,seedling,s1,3,,3,,1,,,alive,alive,newadult,,,,,6_p
2020,2019,2,7,A,seedling,s2,2,,2,,0.1,,,dead,,,,,,,3_p
2021,2019,2,7,A,adult,p1,5,34,5,,,6,51,,,partial,,,,,
2021,2019,2,7,A,adult,p2,9,46,9,,8,,130,,,alive,,,,,
2021,2019,2,7,A,adult,p3,8,,8,,,2,,,,partial,,,,,
2021,2019,2,7,A,adult,p4,10,42,10,,,24,69,,,alive,,,,,
2021,2019,2,7,A,adult,p5,8,43,8,,,18,45,,,partial,,,,,
2021,2019,2,7,A,adult,p6,10,26,10,,,12,7,,,partial,,,,,
2021,2019,2,7,A,adult,p7,5,33,5,,,6,1,,,partial,,,,,
2021,2019,2,7,A,adult,p8,8,43,8,,5,,67,,,alive,,,,,
2021,2019,2,7,A,adult,p9,9,39,9,,,18,29,,,alive,,,,,
2021,2019,2,7,A,adult,p10,8,32,8,,,32,102,,,alive,,,,,
2021,2019,2,7,A,newadult,s1,5,,5,,,2,0,,,newadult,,,,,
2021,2020,2,7,A,annual,a4,,48,48,,0.5,,3,,,annual,,,,,
2020,2019,2,7,B,adult,p1,9,29,9,10,,,4,alive,alive,gopher,,,,,
2020,2019,2,7,B,adult,p2,8,35,8,11,,,34,alive,alive,partial,,,,,
2020,2019,2,7,B,annual,a1,,8,8,,1,,3,annual,,,,,,,"6_s,8_p"
2020,2019,2,7,B,seedling,s1,1,,1,,0.1,,,dead,,,,,,,12+_p
2020,2019,2,7,B,seedling,s2,1,,1,,0.1,,,alive,alive,newadult,,,,,12+_p
2020,2019,2,7,B,seedling,s3,3,,3,,1,,,alive,alive,newadult,,,,,6_a
2021,2019,2,7,B,adult,p2,5,25,5,,,9,6,,,partial,,,,,
2021,2019,2,7,B,newadult,s2,3,,3,,1.5,,0,,,newadult,,,,,
2021,2019,2,7,B,newadult,s3,9,,9,,3,,0,,,newadult,,,,,
2021,2020,2,7,B,seedling,s4,4,,4,,1,,,,,alive,,,,,
2021,2020,2,7,B,seedling,s5,2,,2,,0.5,,,,,alive,,,,,
2021,2020,2,7,B,seedling,s6,2,,2,,0.5,,,,,alive,,,,,
2021,2020,2,7,B,annual,a4,,32,32,,1.5,,6,,,annual,,,,,
2021,2020,2,7,B,annual,a5,,32,32,,0.1,,2,,,annual,,,,,
2021,2020,2,7,B,annual,a6,,28,28,,0.5,,3,,,annual,,,,,
2020,2019,2,8,A,adult,p1,10,42,10,13,,,66,alive,alive,gopher,,,,,
2020,2019,2,8,A,adult,p2,4,0,4,7,,,0,alive,alive,gopher,,,,,
2020,2019,2,8,A,adult,p3,6,46,6,8,,,46,alive,alive,gopher,,,,,
2020,2019,2,8,A,adult,p4,5,18,5,11,,,6,alive,gopher,,,,,,
2020,2019,2,8,C,adult,p1,10,36,10,14,,,37,alive,alive,partial,,,,,
2020,2019,2,8,C,adult,p2,8,31,8,9,,,5,alive,alive,gopher,,,,,
2020,2019,2,8,C,adult,p3,10,35,10,10,,,11,alive,partial,gopher,,,,,
2020,2019,2,8,C,adult,p4,5,25,5,5,,,2,alive,gopher,,,,,,
2021,2019,2,8,A,newadult,s1,4,,4,,1,,,,,newadult,,,,,
2021,2019,2,8,C,adult,p1,4,,4,,2,,,,,partial,,,,,
2020,2019,3,1,B,adult,p1,4,19,4,7,,,2,alive,alive,partial,,,,,
2020,2019,3,1,B,adult,p2,9,43,9,11,,,32,alive,alive,alive,,,,,
2020,2019,3,1,B,adult,p3,11,49,11,10,,,58,alive,alive,alive,,,,,
2020,2019,3,1,B,adult,p4,10,39,10,11,,,31,alive,alive,alive,,,,,
2021,2019,3,1,B,adult,p1,3,37,3,,4,,84,,,partial,,,,,
2021,2019,3,1,B,adult,p2,6,35,6,,6,,141,,,alive,,,,,
2021,2019,3,1,B,adult,p3,6,34,6,,6,,105,,,alive,,,,,
2021,2019,3,1,B,adult,p4,8,40,8,,8,,251,,,alive,,,,,
2020,2019,3,1,C,adult,p1,10,35,10,12,,,41,alive,alive,alive,,,,,
2020,2019,3,1,C,adult,p2,10,33,10,12,,,30,alive,alive,alive,,,,,
2020,2019,3,1,C,adult,p3,7,0,7,9,,,0,alive,alive,alive,,,,,
2020,2019,3,1,C,adult,p4,9,31,9,11,,,16,alive,alive,partial,,,,,
2021,2019,3,1,C,adult,p1,9,42,9,,7,,308,,,alive,,,,,
2021,2019,3,1,C,adult,p2,7,40,7,,7,,417,,,alive,,,,,
2021,2019,3,1,C,adult,p3,6,42,6,,6,,321,,,alive,,,,,
2021,2019,3,1,C,adult,p4,5,33,5,,5,,105,,,partial,,,,,
2021,2019,3,1,C,newadult,s2,5,36,5,,2,,,,,newadult,,,,,
2021,2019,3,1,C,newadult,s3,5,33,5,,3,,,,,newadult,,,,,
2021,2019,3,1,C,newadult,s4,3,6,3,,6,,,,,newadult,,,,,
2020,2019,3,2,A,adult,p1,9,44,9,10,,,37,alive,alive,alive,,,,,
2020,2019,3,2,A,adult,p2,11,43,11,13,,,61,alive,alive,alive,,,,,
2020,2019,3,2,A,annual,a1,,20,20,,1,,4,annual,,,,,,,3_p
2020,2019,3,2,A,annual,a2,,24,24,,2,,7,annual,,,,,,,0_a
2020,2019,3,2,A,annual,a3,,22,22,,1,,3,annual,,,,,,,1_a
2020,2019,3,2,A,annual,a4,,6,6,,0.1,,0,annual,,,,,,,1_p
2020,2019,3,2,A,seedling,s1,2,,2,,0.1,,,dead,,,,,,,1_a
2020,2019,3,2,A,seedling,s2,2,,2,,0.1,,,alive,dead,,,,,,0_a
2021,2019,3,2,A,adult,p1,12,41,12,,6,,59,,,alive,,,,,
2021,2019,3,2,A,adult,p2,10,49,10,,8,,310,,,alive,,,,,
2021,2020,3,2,A,annual,a5,,41,41,,2,,15,,,annual,,,,,
2021,2020,3,2,A,annual,a6,,40,40,,1,,7,,,annual,,,,,
2021,2020,3,2,A,annual,a7,,40,40,,0.5,,5,,,annual,,,,,
2021,2020,3,2,A,annual,a8,,36,36,,0.5,,3,,,annual,,,,,
2020,2019,3,2,B,adult,p1,8,18,8,9,,,3,alive,alive,partial,,,,,
2020,2019,3,2,B,adult,p2,10,33,10,11,,,30,alive,alive,alive,,,,,
2020,2019,3,2,B,adult,p3,10,33,10,12,,,16,alive,alive,alive,,,,,
2020,2019,3,2,B,adult,p4,14,42,14,7,,,13,alive,alive,alive,,,,,
2020,2019,3,2,B,adult,p5,9,0,9,7,,,0,alive,alive,partial,,,,,
2020,2019,3,2,B,adult,p6,12,36,12,11,,,25,alive,alive,alive,,,,,
2020,2019,3,2,B,adult,p7,11,40,11,9,,,22,alive,alive,partial,,,,,
2020,2019,3,2,B,adult,p8,12,42,12,13,,,63,alive,alive,alive,,,,,
2020,2019,3,2,B,adult,p9,7,18,7,7,,,2,alive,alive,partial,,,,,
2020,2019,3,2,B,adult,p10,8,34,8,8,,,7,alive,alive,partial,,,,,
2020,2019,3,2,B,annual,a1,,4,4,,0.1,,0,annual,,,,,,,2_p
2020,2019,3,2,B,annual,a2,,8,8,,0.1,,0,annual,,,,,,,2_p
2020,2019,3,2,B,annual,a3,,7,7,,1,,1,annual,,,,,,,4_p
2020,2019,3,2,B,annual,a4,,22,22,,0.1,,2,annual,,,,,,,5_p
2020,2019,3,2,B,annual,a5,,11,11,,0.1,,2,annual,,,,,,,3_p
2020,2019,3,2,B,annual,a6,,4,4,,0.1,,0,annual,,,,,,,1_p
2020,2019,3,2,B,annual,a7,,25,25,,1,,2,annual,,,,,,,5_p
2020,2019,3,2,B,seedling,s1,2,,2,,1,,,dead,,,,,,,6_p
2020,2019,3,2,B,seedling,s2,3,,3,,1,,,alive,alive,newadult,,,,,8_p
2021,2019,3,2,B,newadult,s2,10,,10,,1,,0,,,newadult,,,,,
2021,2019,3,2,B,adult,p1,5,43,5,,,6,16,,,partial,,,,,
2021,2019,3,2,B,adult,p2,8,41,8,,7,,204,,,alive,,,,,
2021,2019,3,2,B,adult,p3,7,38,7,,8,,154,,,alive,,,,,
2021,2019,3,2,B,adult,p4,11,46,11,,8,,273,,,alive,,,,,
2021,2019,3,2,B,adult,p5,6,36,6,,4,,73,,,partial,,,,,
2021,2019,3,2,B,adult,p6,9,38,9,,7,,169,,,alive,,,,,
2021,2019,3,2,B,adult,p7,6,42,6,,,12,198,,,partial,,,,,
2021,2019,3,2,B,adult,p8,9,44,9,,7,,311,,,alive,,,,,
2021,2019,3,2,B,adult,p9,7,,7,,3,,0,,,partial,,,,,
2021,2019,3,2,B,adult,p10,7,36,7,,3,,16,,,partial,,,,,
2021,2020,3,2,B,annual,a8,,18,18,,0.1,,2,,,annual,,,,,
2021,2020,3,2,B,annual,a9,,38,38,,0.1,,1,,,annual,,,,,
2020,2019,3,3,A,adult,p1,8,24,8,8,,,6,alive,alive,alive,,,,,
2020,2019,3,3,A,adult,p2,10,43,10,16,,,119,alive,alive,alive,,,,,
2020,2019,3,3,A,annual,a1,,7,7,,2,,8,annual,,,,,,,0_s
2020,2019,3,3,A,annual,a2,,25,25,,2,,8,annual,,,,,,,3_a
2020,2019,3,3,A,annual,a3,,7,7,,2,,5,annual,,,,,,,4_s
2020,2019,3,3,A,annual,a4,,16,16,,2,,7,annual,,,,,,,3_s
2020,2019,3,3,A,seedling,s1,2,,2,,1,,,alive,alive,newadult,,,,,6_a
2020,2019,3,3,A,seedling,s2,3,,3,,1,,,removed,,,,,,,6_s
2020,2019,3,3,A,seedling,s3,1,,1,,0.1,,,alive,gopher,,,,,,8_a
2020,2019,3,3,A,seedling,s4,2,,2,,1,,,alive,dead,,,,,,0_a
2021,2019,3,3,A,adult,p1,8,39,8,,7,,117,,,alive,,,,,
2021,2019,3,3,A,adult,p2,11,45,11,,10,,458,,,alive,,,,,
2021,2019,3,3,A,newadult,s1,9,35,9,,3,,20,,,newadult,,,,,
2021,2020,3,3,A,annual,a5,,24,24,,0.5,,4,,,annual,,,,,
2021,2020,3,3,A,annual,a6,,30,30,,2,,6,,,annual,,,,,
2021,2020,3,3,A,annual,a7,,29,29,,0.5,,14,,,annual,,,,,
2020,2019,3,3,B,adult,p1,4,12,4,8,,,2,alive,alive,partial,,,,,
2020,2019,3,3,B,adult,p2,10,33,10,13,,,25,alive,alive,gopher,,,,,
2020,2019,3,3,B,annual,a1,,10,10,,1,,1,annual,,,,,,,"5_p,3_s"
2020,2019,3,3,B,annual,a2,,15,15,,1,,2,annual,,,,,,,1_s
2020,2019,3,3,B,annual,a3,,20,20,,2,,5,annual,,,,,,,2_s
2020,2019,3,3,B,annual,a4,,24,24,,3,,11,annual,,,,,,,"3_s,10_p"
2020,2019,3,3,B,seedling,s1,1,,1,,0.1,,,alive,alive,newadult,,,,,1_p
2020,2019,3,3,B,seedling,s2,3,,3,,1,,,alive,gopher,,,,,,2_s
2020,2019,3,3,B,seedling,s3,2,,2,,1,,,removed,,,,,,,1_s
2020,2019,3,3,B,seedling,s4,3,,3,,1,,,removed,,,,,,,0_s
2021,2019,3,3,B,newadult,s1,3,,3,,,2,,,,newadult,,,,,
2021,2020,3,3,B,seedling,s5,3,,3,,1.5,,,,,alive,,,,,
2021,2020,3,3,B,seedling,s6,5,,5,,2,,,,,alive,,,,,
2021,2020,3,3,B,seedling,s7,3,,3,,0.5,,,,,alive,,,,,
2021,2020,3,3,B,seedling,s8,3,,3,,0.5,,,,,alive,,,,,
2021,2019,3,3,B,adult,p1,5,26,5,,4,,8,,,partial,,,,,
2021,2020,3,3,B,annual,a5,,23,23,,1,,8,,,annual,,,,,
2021,2020,3,3,B,annual,a6,,34,34,,1,,9,,,ann,,,,,
2021,2020,3,3,B,annual,a7,,38,38,,2,,15,,,an,,,,,
2021,2019,3,4,A,newadult,s1,7,32,7,,3,,8,,,newadult,,,,,
2020,2019,3,4,B,adult,p1,9,43,9,8,,,65,alive,gopher,,,,,,
2020,2019,3,4,B,adult,p2,9,34,9,8,,,20,alive,alive,alive,,,,,
2020,2019,3,4,B,adult,p3,10,36,10,10,,,26,alive,gopher,,,,,,
2020,2019,3,4,B,adult,p4,8,34,8,10,,,7,alive,gopher,,,,,,
2021,2019,3,4,B,adult,p2,9,26,9,,4,,10,,,alive,,,,,
2020,2019,3,4,C,adult,p1,12,40,12,11,,,10,alive,partial,partial,,,,,
2020,2019,3,4,C,adult,p2,8,36,8,8,,,10,alive,alive,partial,,,,,
2020,2019,3,4,C,adult,p3,12,40,12,14,,,48,alive,gopher,,,,,,
2020,2019,3,4,C,adult,p4,10,36,10,10,,,57,alive,gopher,,,,,,
2021,2019,3,4,C,adult,p1,7,29,7,,6,,59,,,partial,,,,,
2021,2019,3,4,C,adult,p2,6,24,6,,3,,13,,,partial,,,,,
2020,2019,3,5,A,adult,p1,12,42,12,13,,,66,alive,alive,partial,,,,,
2020,2019,3,5,A,adult,p2,14,42,14,13,,,102,alive,alive,partial,,,,,
2020,2019,3,5,A,adult,p3,11,36,11,10,,,45,alive,alive,alive,,,,,
2020,2019,3,5,A,adult,p4,12,40,12,13,,,53,alive,alive,partial,,,,,
2021,2019,3,5,A,adult,p1,7,40,7,,,8,79,,,partial,,,,,
2021,2019,3,5,A,adult,p2,5,,5,,4,,0,,,partial,,,,,
2021,2019,3,5,A,adult,p3,12,44,12,,7,,113,,,alive,,,,,
2021,2019,3,5,A,adult,p4,12,43,12,,,18,100,,,partial,,,,,
2020,2019,3,5,B,adult,p1,11,34,11,14,,,18,alive,alive,partial,,,,,
2020,2019,3,5,B,adult,p2,12,38,12,14,,,40,alive,alive,partial,,,,,
2020,2019,3,5,B,adult,p3,9,48,9,12,,,91,alive,alive,partial,,,,,
2020,2019,3,5,B,adult,p4,10,36,10,13,,,13,alive,alive,partial,,,,,
2021,2019,3,5,B,adult,p1,7,40,7,,,36,147,,,partial,,,,,
2021,2019,3,5,B,adult,p2,10,36,10,,,8,6,,,partial,,,,,
2021,2019,3,5,B,adult,p3,9,33,9,,,16,97,,,partial,,,,,
2021,2019,3,5,B,adult,p4,8,46,8,,,35,247,,,partial,,,,,
2020,2019,3,6,A,adult,p1,11,39,11,10,,,41,alive,alive,alive,,,,,
2020,2019,3,6,A,adult,p2,12,41,12,12,,,80,alive,partial,partial,,,,,
2020,2019,3,6,A,adult,p3,11,46,11,12,,,69,alive,alive,alive,,,,,
2020,2019,3,6,A,adult,p4,12,44,12,12,,,61,alive,partial,partial,,,,,
2020,2019,3,6,A,adult,p5,10,46,10,9,,,43,alive,partial,partial,,,,,
2020,2019,3,6,A,adult,p6,12,48,12,11,,,23,alive,alive,partial,,,,,
2020,2019,3,6,A,adult,p7,11,45,11,9,,,44,alive,alive,alive,,,,,
2020,2019,3,6,A,adult,p8,10,43,10,11,,,62,alive,gopher,,,,,,
2020,2019,3,6,A,adult,p9,11,45,11,9,,,30,alive,gopher,,,,,,
2020,2019,3,6,A,adult,p10,10,40,10,9,,,18,alive,alive,partial,,,,,
2020,2019,3,6,A,annual,a1,,9,9,,0.1,,1,annual,,,,,,,2_p
2020,2019,3,6,A,annual,a2,,2,2,,0.1,,0,annual,,,,,,,2_p
2020,2019,3,6,A,annual,a3,,2,2,,0.1,,0,annual,,,,,,,3_p
2020,2019,3,6,A,seedling,s1,1,,1,,0.1,,,alive,alive,newadult,,,,,5_p
2020,2019,3,6,A,seedling,s2,2,,2,,0.1,,,alive,alive,newadult,,,,,7_p
2021,2019,3,6,A,newadult,s1,3,,3,,1.5,,,,,newadult,,,,,
2021,2019,3,6,A,newadult,s2,6,34,6,,4,,4,,,newadult,,,,,
2021,2020,3,6,A,seedling,s3,3,,3,,0.5,,,,,alive,,,,,
2021,2019,3,6,A,adult,p1,9,33,9,,,12,21,,,alive,,,,,
2021,2019,3,6,A,adult,p2,10,39,10,,5,,129,,,partial,,,,,
2021,2019,3,6,A,adult,p3,11,40,11,,4.5,,45,,,alive,,,,,
2021,2019,3,6,A,adult,p4,8,38,8,,4,,47,,,partial,,,,,
2021,2019,3,6,A,adult,p5,7,,7,,2,,,,,partial,,,,,
2021,2019,3,6,A,adult,p6,10,38,10,,,16,77,,,partial,,,,,
2021,2019,3,6,A,adult,p7,7,45,7,,7,,188,,,alive,,,,,
2021,2019,3,6,A,adult,p10,9,42,9,,,14.13,24,,,partial,,,,,
2020,2019,3,6,B,adult,p1,8,32,8,9,,,23,alive,alive,alive,,,,,
2020,2019,3,6,B,adult,p2,10,35,10,12,,,9,alive,gopher,,,,,,
2020,2019,3,6,B,annual,a1,,12,12,,2,,,annual,,,,,,,
2020,2019,3,6,B,annual,a2,,21,21,,3,,,annual,,,,,,,
2020,2019,3,6,B,annual,a3,,14,14,,2,,,annual,,,,,,,
2021,2020,3,6,B,annual,a4,,43,43,,1,,8,,,annual,,,,,
2021,2020,3,6,B,annual,a5,,37,37,,0.5,,3,,,annual,,,,,
2021,2020,3,6,B,annual,a6,,46,46,,1,,5,,,annual,,,,,
2021,2020,3,6,B,annual,a7,,42,42,,2,,6,,,annual,,,,,
2021,2020,3,6,B,seedling,s3,1,,1,,0.1,,,,,alive,,,,,
2021,2019,3,6,B,adult,p1,8,31,8,,8,,83,,,alive,,,,,
2020,2019,3,7,A,adult,p1,8,30,8,12,,,40,alive,alive,partial,,,,,
2020,2019,3,7,A,adult,p2,7,0,7,6,,,0,alive,alive,partial,,,,,
2020,2019,3,7,A,annual,a1,,6,6,,2,,2,annual,,,,,,,1_s
2020,2019,3,7,A,annual,a2,,5,5,,1,,2,annual,,,,,,,6_a
2020,2019,3,7,A,seedling,s1,3,,3,,1,,,alive,alive,newadult,,,,,0_s
2020,2019,3,7,A,seedling,s2,3,,3,,1,,,alive,alive,newadult,,,,,2_s
2020,2019,3,7,A,seedling,s3,2,,2,,1,,,alive,alive,newadult,,,,,0_s
2020,2019,3,7,A,seedling,s4,2,,2,,1,,,alive,alive,newadult,,,,,0_s
2021,2020,3,7,A,annual,a3,,22,22,,1,,5,,,annual,,,,,
2021,2020,3,7,A,annual,a4,,20,20,,1,,5,,,annual,,,,,
2021,2020,3,7,A,annual,a5,,33,33,,2,,10,,,annual,,,,,
2021,2020,3,7,A,seedling,s4,3,,3,,1,,,,,alive,,,,,
2021,2020,3,7,A,seedling,s5,3,,3,,1.5,,,,,alive,,,,,
2021,2020,3,7,A,seedling,s6,1,,1,,0.5,,,,,alive,,,,,
2021,2020,3,7,A,seedling,s7,2,,2,,0.5,,,,,alive,,,,,
2021,2019,3,7,A,newadult,s1,4,25,4,,1.5,,1,,,newadult,,,,,
2021,2019,3,7,A,newadult,s2,7,44,7,,2,,2,,,newadult,,,,,
2021,2019,3,7,A,newadult,s3,7,26,7,,2.5,,12,,,newadult,,,,,
2021,2019,3,7,A,newadult,s4,4,22,4,,2,,2,,,newadult,,,,,
2021,2019,3,7,A,adult,p1,5,44,5,,2+2+2,9.42,71,,,partial,,,,,
2021,2019,3,7,A,adult,p2,4,,4,,,2,0,,,partial,,,,,
2020,2019,3,7,B,adult,p1,5,0,5,4,,,0,alive,alive,partial,,,,,
2020,2019,3,7,B,adult,p2,10,44,10,10,,,29,alive,alive,partial,,,,,
2020,2019,3,7,B,adult,p3,10,47,10,13,,,67,alive,alive,partial,,,,,
2020,2019,3,7,B,adult,p4,9,36,9,9,,,21,alive,gopher,,,,,,
2020,2019,3,7,B,adult,p5,10,38,10,13,,,38,alive,partial,gopher,,,,,
